id,feature,type,moderator,params
linear__mean_obs_soil_moisture,mean_obs_soil_moisture,linear,,{}
quadratic__mean_obs_soil_moisture,mean_obs_soil_moisture,quadratic,,{}
low_tail_q10__mean_obs_soil_moisture,mean_obs_soil_moisture,low_tail,,"{'q': 0.1, 'cut': -1.1549606538023947}"
hinge_low_q10__mean_obs_soil_moisture,mean_obs_soil_moisture,hinge_low,,"{'q': 0.1, 'cut': -1.1549606538023947}"
low_tail_q25__mean_obs_soil_moisture,mean_obs_soil_moisture,low_tail,,"{'q': 0.25, 'cut': -0.7422906030469142}"
hinge_low_q25__mean_obs_soil_moisture,mean_obs_soil_moisture,hinge_low,,"{'q': 0.25, 'cut': -0.7422906030469142}"
high_tail_q75__mean_obs_soil_moisture,mean_obs_soil_moisture,high_tail,,"{'q': 0.75, 'cut': 0.7780138276584856}"
hinge_high_q75__mean_obs_soil_moisture,mean_obs_soil_moisture,hinge_high,,"{'q': 0.75, 'cut': 0.7780138276584856}"
high_tail_q90__mean_obs_soil_moisture,mean_obs_soil_moisture,high_tail,,"{'q': 0.9, 'cut': 1.1901415399224458}"
hinge_high_q90__mean_obs_soil_moisture,mean_obs_soil_moisture,hinge_high,,"{'q': 0.9, 'cut': 1.1901415399224458}"
interaction_with_mean_annual_temperature__mean_obs_soil_moisture,mean_obs_soil_moisture,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__mean_obs_soil_moisture,mean_obs_soil_moisture,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_aridity__mean_obs_soil_moisture,mean_obs_soil_moisture,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__mean_obs_soil_moisture,mean_obs_soil_moisture,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__mean_soil_moisture,mean_soil_moisture,linear,,{}
quadratic__mean_soil_moisture,mean_soil_moisture,quadratic,,{}
low_tail_q10__mean_soil_moisture,mean_soil_moisture,low_tail,,"{'q': 0.1, 'cut': -1.1549606538023947}"
hinge_low_q10__mean_soil_moisture,mean_soil_moisture,hinge_low,,"{'q': 0.1, 'cut': -1.1549606538023947}"
low_tail_q25__mean_soil_moisture,mean_soil_moisture,low_tail,,"{'q': 0.25, 'cut': -0.7422906030469142}"
hinge_low_q25__mean_soil_moisture,mean_soil_moisture,hinge_low,,"{'q': 0.25, 'cut': -0.7422906030469142}"
high_tail_q75__mean_soil_moisture,mean_soil_moisture,high_tail,,"{'q': 0.75, 'cut': 0.7780138276584856}"
hinge_high_q75__mean_soil_moisture,mean_soil_moisture,hinge_high,,"{'q': 0.75, 'cut': 0.7780138276584856}"
high_tail_q90__mean_soil_moisture,mean_soil_moisture,high_tail,,"{'q': 0.9, 'cut': 1.1901415399224458}"
hinge_high_q90__mean_soil_moisture,mean_soil_moisture,hinge_high,,"{'q': 0.9, 'cut': 1.1901415399224458}"
interaction_with_mean_annual_temperature__mean_soil_moisture,mean_soil_moisture,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__mean_soil_moisture,mean_soil_moisture,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_aridity__mean_soil_moisture,mean_soil_moisture,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__mean_soil_moisture,mean_soil_moisture,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__median_soil_moisture,median_soil_moisture,linear,,{}
quadratic__median_soil_moisture,median_soil_moisture,quadratic,,{}
low_tail_q10__median_soil_moisture,median_soil_moisture,low_tail,,"{'q': 0.1, 'cut': -1.1784970479761312}"
hinge_low_q10__median_soil_moisture,median_soil_moisture,hinge_low,,"{'q': 0.1, 'cut': -1.1784970479761312}"
low_tail_q25__median_soil_moisture,median_soil_moisture,low_tail,,"{'q': 0.25, 'cut': -0.7910861569964812}"
hinge_low_q25__median_soil_moisture,median_soil_moisture,hinge_low,,"{'q': 0.25, 'cut': -0.7910861569964812}"
high_tail_q75__median_soil_moisture,median_soil_moisture,high_tail,,"{'q': 0.75, 'cut': 0.762717666319634}"
hinge_high_q75__median_soil_moisture,median_soil_moisture,hinge_high,,"{'q': 0.75, 'cut': 0.762717666319634}"
high_tail_q90__median_soil_moisture,median_soil_moisture,high_tail,,"{'q': 0.9, 'cut': 1.155548624280388}"
hinge_high_q90__median_soil_moisture,median_soil_moisture,hinge_high,,"{'q': 0.9, 'cut': 1.155548624280388}"
interaction_with_mean_annual_temperature__median_soil_moisture,median_soil_moisture,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__median_soil_moisture,median_soil_moisture,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_aridity__median_soil_moisture,median_soil_moisture,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__median_soil_moisture,median_soil_moisture,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__n_soil_moisture,n_soil_moisture,linear,,{}
quadratic__n_soil_moisture,n_soil_moisture,quadratic,,{}
low_tail_q10__n_soil_moisture,n_soil_moisture,low_tail,,"{'q': 0.1, 'cut': 0.061391018641121356}"
hinge_low_q10__n_soil_moisture,n_soil_moisture,hinge_low,,"{'q': 0.1, 'cut': 0.061391018641121356}"
low_tail_q25__n_soil_moisture,n_soil_moisture,low_tail,,"{'q': 0.25, 'cut': 0.061391018641121356}"
hinge_low_q25__n_soil_moisture,n_soil_moisture,hinge_low,,"{'q': 0.25, 'cut': 0.061391018641121356}"
high_tail_q75__n_soil_moisture,n_soil_moisture,high_tail,,"{'q': 0.75, 'cut': 0.11617493213700864}"
hinge_high_q75__n_soil_moisture,n_soil_moisture,hinge_high,,"{'q': 0.75, 'cut': 0.11617493213700864}"
high_tail_q90__n_soil_moisture,n_soil_moisture,high_tail,,"{'q': 0.9, 'cut': 0.28052667262467046}"
hinge_high_q90__n_soil_moisture,n_soil_moisture,hinge_high,,"{'q': 0.9, 'cut': 0.28052667262467046}"
interaction_with_mean_annual_temperature__n_soil_moisture,n_soil_moisture,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__n_soil_moisture,n_soil_moisture,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_aridity__n_soil_moisture,n_soil_moisture,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__n_soil_moisture,n_soil_moisture,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__p10_soil_moisture,p10_soil_moisture,linear,,{}
quadratic__p10_soil_moisture,p10_soil_moisture,quadratic,,{}
low_tail_q10__p10_soil_moisture,p10_soil_moisture,low_tail,,"{'q': 0.1, 'cut': -1.0073577688942819}"
hinge_low_q10__p10_soil_moisture,p10_soil_moisture,hinge_low,,"{'q': 0.1, 'cut': -1.0073577688942819}"
low_tail_q25__p10_soil_moisture,p10_soil_moisture,low_tail,,"{'q': 0.25, 'cut': -0.7483352969578972}"
hinge_low_q25__p10_soil_moisture,p10_soil_moisture,hinge_low,,"{'q': 0.25, 'cut': -0.7483352969578972}"
high_tail_q75__p10_soil_moisture,p10_soil_moisture,high_tail,,"{'q': 0.75, 'cut': 0.805499218342024}"
hinge_high_q75__p10_soil_moisture,p10_soil_moisture,hinge_high,,"{'q': 0.75, 'cut': 0.805499218342024}"
high_tail_q90__p10_soil_moisture,p10_soil_moisture,high_tail,,"{'q': 0.9, 'cut': 1.3083191769689615}"
hinge_high_q90__p10_soil_moisture,p10_soil_moisture,hinge_high,,"{'q': 0.9, 'cut': 1.3083191769689615}"
interaction_with_mean_annual_temperature__p10_soil_moisture,p10_soil_moisture,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__p10_soil_moisture,p10_soil_moisture,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_aridity__p10_soil_moisture,p10_soil_moisture,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__p10_soil_moisture,p10_soil_moisture,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__p90_soil_moisture,p90_soil_moisture,linear,,{}
quadratic__p90_soil_moisture,p90_soil_moisture,quadratic,,{}
low_tail_q10__p90_soil_moisture,p90_soil_moisture,low_tail,,"{'q': 0.1, 'cut': -1.2123126839918268}"
hinge_low_q10__p90_soil_moisture,p90_soil_moisture,hinge_low,,"{'q': 0.1, 'cut': -1.2123126839918268}"
low_tail_q25__p90_soil_moisture,p90_soil_moisture,low_tail,,"{'q': 0.25, 'cut': -0.8010233028992819}"
hinge_low_q25__p90_soil_moisture,p90_soil_moisture,hinge_low,,"{'q': 0.25, 'cut': -0.8010233028992819}"
high_tail_q75__p90_soil_moisture,p90_soil_moisture,high_tail,,"{'q': 0.75, 'cut': 0.6830919136061879}"
hinge_high_q75__p90_soil_moisture,p90_soil_moisture,hinge_high,,"{'q': 0.75, 'cut': 0.6830919136061879}"
high_tail_q90__p90_soil_moisture,p90_soil_moisture,high_tail,,"{'q': 0.9, 'cut': 1.2991670096981776}"
hinge_high_q90__p90_soil_moisture,p90_soil_moisture,hinge_high,,"{'q': 0.9, 'cut': 1.2991670096981776}"
interaction_with_mean_annual_temperature__p90_soil_moisture,p90_soil_moisture,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__p90_soil_moisture,p90_soil_moisture,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_aridity__p90_soil_moisture,p90_soil_moisture,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__p90_soil_moisture,p90_soil_moisture,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__sd_soil_moisture,sd_soil_moisture,linear,,{}
quadratic__sd_soil_moisture,sd_soil_moisture,quadratic,,{}
low_tail_q10__sd_soil_moisture,sd_soil_moisture,low_tail,,"{'q': 0.1, 'cut': -1.2439405238413033}"
hinge_low_q10__sd_soil_moisture,sd_soil_moisture,hinge_low,,"{'q': 0.1, 'cut': -1.2439405238413033}"
low_tail_q25__sd_soil_moisture,sd_soil_moisture,low_tail,,"{'q': 0.25, 'cut': -0.8325328317083915}"
hinge_low_q25__sd_soil_moisture,sd_soil_moisture,hinge_low,,"{'q': 0.25, 'cut': -0.8325328317083915}"
high_tail_q75__sd_soil_moisture,sd_soil_moisture,high_tail,,"{'q': 0.75, 'cut': 0.8908611160071227}"
hinge_high_q75__sd_soil_moisture,sd_soil_moisture,hinge_high,,"{'q': 0.75, 'cut': 0.8908611160071227}"
high_tail_q90__sd_soil_moisture,sd_soil_moisture,high_tail,,"{'q': 0.9, 'cut': 1.3558937979762449}"
hinge_high_q90__sd_soil_moisture,sd_soil_moisture,hinge_high,,"{'q': 0.9, 'cut': 1.3558937979762449}"
interaction_with_mean_annual_temperature__sd_soil_moisture,sd_soil_moisture,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__sd_soil_moisture,sd_soil_moisture,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_aridity__sd_soil_moisture,sd_soil_moisture,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__sd_soil_moisture,sd_soil_moisture,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__env_hydroclimatic_regime_sahel_high_vpd,env_hydroclimatic_regime_sahel_high_vpd,linear,,{}
linear__env_hydroclimatic_regime_sahel_not_high_vpd,env_hydroclimatic_regime_sahel_not_high_vpd,linear,,{}
linear__env_mean_vpd_quartile_vpd_q1_low,env_mean_vpd_quartile_vpd_Q1_low,linear,,{}
linear__env_mean_vpd_quartile_vpd_q2,env_mean_vpd_quartile_vpd_Q2,linear,,{}
linear__env_mean_vpd_quartile_vpd_q3,env_mean_vpd_quartile_vpd_Q3,linear,,{}
linear__env_mean_vpd_quartile_vpd_q4_high,env_mean_vpd_quartile_vpd_Q4_high,linear,,{}
linear__mean_vpd,mean_vpd,linear,,{}
quadratic__mean_vpd,mean_vpd,quadratic,,{}
low_tail_q10__mean_vpd,mean_vpd,low_tail,,"{'q': 0.1, 'cut': -1.1041999236541442}"
hinge_low_q10__mean_vpd,mean_vpd,hinge_low,,"{'q': 0.1, 'cut': -1.1041999236541442}"
low_tail_q25__mean_vpd,mean_vpd,low_tail,,"{'q': 0.25, 'cut': -0.7362555439490339}"
hinge_low_q25__mean_vpd,mean_vpd,hinge_low,,"{'q': 0.25, 'cut': -0.7362555439490339}"
high_tail_q75__mean_vpd,mean_vpd,high_tail,,"{'q': 0.75, 'cut': 0.5330690956310911}"
hinge_high_q75__mean_vpd,mean_vpd,hinge_high,,"{'q': 0.75, 'cut': 0.5330690956310911}"
high_tail_q90__mean_vpd,mean_vpd,high_tail,,"{'q': 0.9, 'cut': 1.5870502325753602}"
hinge_high_q90__mean_vpd,mean_vpd,hinge_high,,"{'q': 0.9, 'cut': 1.5870502325753602}"
interaction_with_mean_annual_temperature__mean_vpd,mean_vpd,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_soil_moisture__mean_vpd,mean_vpd,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__mean_vpd,mean_vpd,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__mean_vpd,mean_vpd,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__median_vpd,median_vpd,linear,,{}
quadratic__median_vpd,median_vpd,quadratic,,{}
low_tail_q10__median_vpd,median_vpd,low_tail,,"{'q': 0.1, 'cut': -1.0361661589710802}"
hinge_low_q10__median_vpd,median_vpd,hinge_low,,"{'q': 0.1, 'cut': -1.0361661589710802}"
low_tail_q25__median_vpd,median_vpd,low_tail,,"{'q': 0.25, 'cut': -0.674058636645299}"
hinge_low_q25__median_vpd,median_vpd,hinge_low,,"{'q': 0.25, 'cut': -0.674058636645299}"
high_tail_q75__median_vpd,median_vpd,high_tail,,"{'q': 0.75, 'cut': 0.47477173189945693}"
hinge_high_q75__median_vpd,median_vpd,hinge_high,,"{'q': 0.75, 'cut': 0.47477173189945693}"
high_tail_q90__median_vpd,median_vpd,high_tail,,"{'q': 0.9, 'cut': 1.737128659917444}"
hinge_high_q90__median_vpd,median_vpd,hinge_high,,"{'q': 0.9, 'cut': 1.737128659917444}"
interaction_with_mean_annual_temperature__median_vpd,median_vpd,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_soil_moisture__median_vpd,median_vpd,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__median_vpd,median_vpd,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__median_vpd,median_vpd,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__median_vpd_sm_interaction,median_vpd_sm_interaction,linear,,{}
quadratic__median_vpd_sm_interaction,median_vpd_sm_interaction,quadratic,,{}
low_tail_q10__median_vpd_sm_interaction,median_vpd_sm_interaction,low_tail,,"{'q': 0.1, 'cut': -1.0313590838812263}"
hinge_low_q10__median_vpd_sm_interaction,median_vpd_sm_interaction,hinge_low,,"{'q': 0.1, 'cut': -1.0313590838812263}"
low_tail_q25__median_vpd_sm_interaction,median_vpd_sm_interaction,low_tail,,"{'q': 0.25, 'cut': -0.506666400582205}"
hinge_low_q25__median_vpd_sm_interaction,median_vpd_sm_interaction,hinge_low,,"{'q': 0.25, 'cut': -0.506666400582205}"
high_tail_q75__median_vpd_sm_interaction,median_vpd_sm_interaction,high_tail,,"{'q': 0.75, 'cut': 0.5191000669558039}"
hinge_high_q75__median_vpd_sm_interaction,median_vpd_sm_interaction,hinge_high,,"{'q': 0.75, 'cut': 0.5191000669558039}"
high_tail_q90__median_vpd_sm_interaction,median_vpd_sm_interaction,high_tail,,"{'q': 0.9, 'cut': 1.048286993840083}"
hinge_high_q90__median_vpd_sm_interaction,median_vpd_sm_interaction,hinge_high,,"{'q': 0.9, 'cut': 1.048286993840083}"
interaction_with_mean_annual_temperature__median_vpd_sm_interaction,median_vpd_sm_interaction,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_soil_moisture__median_vpd_sm_interaction,median_vpd_sm_interaction,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__median_vpd_sm_interaction,median_vpd_sm_interaction,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__median_vpd_sm_interaction,median_vpd_sm_interaction,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,linear,,{}
quadratic__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,quadratic,,{}
low_tail_q10__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,low_tail,,"{'q': 0.1, 'cut': -1.0099514892384998}"
hinge_low_q10__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,hinge_low,,"{'q': 0.1, 'cut': -1.0099514892384998}"
low_tail_q25__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,low_tail,,"{'q': 0.25, 'cut': -0.4641874391307307}"
hinge_low_q25__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,hinge_low,,"{'q': 0.25, 'cut': -0.4641874391307307}"
high_tail_q75__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,high_tail,,"{'q': 0.75, 'cut': 0.4715014897081793}"
hinge_high_q75__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,hinge_high,,"{'q': 0.75, 'cut': 0.4715014897081793}"
high_tail_q90__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,high_tail,,"{'q': 0.9, 'cut': 1.0995224980577858}"
hinge_high_q90__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,hinge_high,,"{'q': 0.9, 'cut': 1.0995224980577858}"
interaction_with_mean_annual_temperature__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_soil_moisture__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__n_vpd,n_vpd,linear,,{}
quadratic__n_vpd,n_vpd,quadratic,,{}
low_tail_q10__n_vpd,n_vpd,low_tail,,"{'q': 0.1, 'cut': 0.061391018641121356}"
hinge_low_q10__n_vpd,n_vpd,hinge_low,,"{'q': 0.1, 'cut': 0.061391018641121356}"
low_tail_q25__n_vpd,n_vpd,low_tail,,"{'q': 0.25, 'cut': 0.061391018641121356}"
hinge_low_q25__n_vpd,n_vpd,hinge_low,,"{'q': 0.25, 'cut': 0.061391018641121356}"
high_tail_q75__n_vpd,n_vpd,high_tail,,"{'q': 0.75, 'cut': 0.11617493213700864}"
hinge_high_q75__n_vpd,n_vpd,hinge_high,,"{'q': 0.75, 'cut': 0.11617493213700864}"
high_tail_q90__n_vpd,n_vpd,high_tail,,"{'q': 0.9, 'cut': 0.28052667262467046}"
hinge_high_q90__n_vpd,n_vpd,hinge_high,,"{'q': 0.9, 'cut': 0.28052667262467046}"
interaction_with_mean_annual_temperature__n_vpd,n_vpd,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_soil_moisture__n_vpd,n_vpd,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__n_vpd,n_vpd,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__n_vpd,n_vpd,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__p10_vpd,p10_vpd,linear,,{}
quadratic__p10_vpd,p10_vpd,quadratic,,{}
low_tail_q10__p10_vpd,p10_vpd,low_tail,,"{'q': 0.1, 'cut': -0.8979690181254352}"
hinge_low_q10__p10_vpd,p10_vpd,hinge_low,,"{'q': 0.1, 'cut': -0.8979690181254352}"
low_tail_q25__p10_vpd,p10_vpd,low_tail,,"{'q': 0.25, 'cut': -0.8246059573194423}"
hinge_low_q25__p10_vpd,p10_vpd,hinge_low,,"{'q': 0.25, 'cut': -0.8246059573194423}"
high_tail_q75__p10_vpd,p10_vpd,high_tail,,"{'q': 0.75, 'cut': 0.508594828431225}"
hinge_high_q75__p10_vpd,p10_vpd,hinge_high,,"{'q': 0.75, 'cut': 0.508594828431225}"
high_tail_q90__p10_vpd,p10_vpd,high_tail,,"{'q': 0.9, 'cut': 1.175784309564304}"
hinge_high_q90__p10_vpd,p10_vpd,hinge_high,,"{'q': 0.9, 'cut': 1.175784309564304}"
interaction_with_mean_annual_temperature__p10_vpd,p10_vpd,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_soil_moisture__p10_vpd,p10_vpd,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__p10_vpd,p10_vpd,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__p10_vpd,p10_vpd,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__p90_vpd,p90_vpd,linear,,{}
quadratic__p90_vpd,p90_vpd,quadratic,,{}
low_tail_q10__p90_vpd,p90_vpd,low_tail,,"{'q': 0.1, 'cut': -1.159212299894862}"
hinge_low_q10__p90_vpd,p90_vpd,hinge_low,,"{'q': 0.1, 'cut': -1.159212299894862}"
low_tail_q25__p90_vpd,p90_vpd,low_tail,,"{'q': 0.25, 'cut': -0.749843506569632}"
hinge_low_q25__p90_vpd,p90_vpd,hinge_low,,"{'q': 0.25, 'cut': -0.749843506569632}"
high_tail_q75__p90_vpd,p90_vpd,high_tail,,"{'q': 0.75, 'cut': 0.5334638244367189}"
hinge_high_q75__p90_vpd,p90_vpd,hinge_high,,"{'q': 0.75, 'cut': 0.5334638244367189}"
high_tail_q90__p90_vpd,p90_vpd,high_tail,,"{'q': 0.9, 'cut': 1.7745430556908461}"
hinge_high_q90__p90_vpd,p90_vpd,hinge_high,,"{'q': 0.9, 'cut': 1.7745430556908461}"
interaction_with_mean_annual_temperature__p90_vpd,p90_vpd,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_soil_moisture__p90_vpd,p90_vpd,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__p90_vpd,p90_vpd,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__p90_vpd,p90_vpd,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__sd_vpd,sd_vpd,linear,,{}
quadratic__sd_vpd,sd_vpd,quadratic,,{}
low_tail_q10__sd_vpd,sd_vpd,low_tail,,"{'q': 0.1, 'cut': -1.1425717391728436}"
