path,reason,wanted_columns,rows
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ba_c4_vpd_pathway/tables/Table_PRODUCT03fw_vpd_stratified_c4_models.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ba_c4_vpd_pathway/tables/Table_PRODUCT03fx_c4_vpd_interaction_models.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ba_c4_vpd_pathway/tables/Table_PRODUCT03fu_c4_vpd_path_models.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6am_raw_tower_download_ingest/tables/Table_PRODUCT03bt_raw_tower_file_inventory_after_download.csv,wanted_columns_but_no_merge_key,sites_preview;columns_preview,
/Users/me/Downloads/grassland_wue_nature_repo/results/project_final_nature_stage/metric_matrix_combo_counts_project_metric_matrix_co2corrected_FINAL3x3.csv,wanted_columns_but_no_merge_key,matrix,
/Users/me/Downloads/grassland_wue_nature_repo/results/project_final_nature_stage/metric_matrix_combo_counts_project_metric_matrix_raw_FINAL3x3.csv,wanted_columns_but_no_merge_key,matrix,
/Users/me/Downloads/grassland_wue_nature_repo/results/project_final_nature_stage/modis_qa_match_attempts.csv,wanted_columns_but_no_merge_key,matched_rows,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ay_c4_and_latent_response_deep_audit/tables/grep_latent_response_creation.csv,wanted_columns_but_no_merge_key,matched,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ay_c4_and_latent_response_deep_audit/tables/grep_product_weighting.csv,wanted_columns_but_no_merge_key,matched,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ay_c4_and_latent_response_deep_audit/tables/grep_c4_sampling_join.csv,wanted_columns_but_no_merge_key,matched,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ay_c4_and_latent_response_deep_audit/tables/target_script_deep_grep.csv,wanted_columns_but_no_merge_key,matched,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ay_c4_and_latent_response_deep_audit/tables/grep_dropna_merge.csv,wanted_columns_but_no_merge_key,matched,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6k_parallel_reviewer_readiness/tables/Table_PRODUCT02bk_parallel_reviewer_requirement_readiness.csv,wanted_columns_but_no_merge_key,blocking_for_final_claim,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6at_trait_flux_mechanism/tables/Table_PRODUCT03dm_trait_flux_candidate_tables_ranked.csv,too_many_rows_for_point_merge,,36445.0
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6at_trait_flux_mechanism/tables/Table_PRODUCT03dl_trait_flux_column_inventory.csv,too_many_rows_for_point_merge,,36445.0
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1a_local_product_inventory/tables/Table_PRODUCT01_local_product_inventory.csv,too_many_rows_for_point_merge,,8334.0
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6x_expanded_trait_mechanism_screen/tables/Table_PRODUCT02ej_expanded_trait_environment_interaction_scan.csv,wanted_columns_but_no_merge_key,claim_strength,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6x_expanded_trait_mechanism_screen/tables/Table_PRODUCT02ei_expanded_trait_environment_effect_scan.csv,wanted_columns_but_no_merge_key,claim_strength,
/Users/me/Downloads/grassland_wue_nature_repo/results/tower_file_check/local_fluxnet2015_file_inventory.csv,wanted_columns_but_no_merge_key,has_soil_moisture,
/Users/me/Downloads/grassland_wue_nature_repo/results/tower_file_check/ameriflux_zip_member_inventory.csv,wanted_columns_but_no_merge_key,has_soil_moisture,
/Users/me/Downloads/grassland_wue_nature_repo/results/tower_file_check/ameriflux_candidate_wue_files.csv,wanted_columns_but_no_merge_key,has_soil_moisture,
/Users/me/Downloads/grassland_wue_nature_repo/results/thesis_feasibility_no_tower/trait_model_screen_co2corrected_NOT_FINAL.csv,wanted_columns_but_no_merge_key,beta_rooting_depth;beta_psi50;beta_lat_aridity,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6aj_clean_c4_model_lock/tables/Table_PRODUCT03bb_clean_c4_decision_by_response.csv,wanted_columns_but_no_merge_key,ridge_c4_coef,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6aj_clean_c4_model_lock/tables/Table_PRODUCT03ay_clean_c4_leave_one_block_out.csv,wanted_columns_but_no_merge_key,c4_coef_standardized,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6aj_clean_c4_model_lock/tables/Table_PRODUCT03ax_clean_c4_block_bootstrap.csv,wanted_columns_but_no_merge_key,c4_coef_standardized;c4_p_normal_approx,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6aj_clean_c4_model_lock/tables/Table_PRODUCT03ba_clean_c4_ridge_stability.csv,wanted_columns_but_no_merge_key,ridge_c4_coef;ols_c4_coef,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_resolve_all_project_concerns/tables/Table_PRODUCT03ep_target_tower_landcover_details.csv,wanted_columns_but_no_merge_key,non_natural_grassland_like,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_resolve_all_project_concerns/tables/Table_PRODUCT03et_project_full_control_c4_models.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b_product_format_inspection/tables/Table_PRODUCT02_format_inspection_by_file.csv,wanted_columns_but_no_merge_key,file_format_guess;match_score,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b_product_format_inspection/tables/Table_PRODUCT02c_raw_candidate_shortlist.csv,wanted_columns_but_no_merge_key,file_format_guess;match_score,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_pipeline_forensic_audit/tables/grep_modeling.csv,wanted_columns_but_no_merge_key,matched_terms,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_pipeline_forensic_audit/tables/table_column_inventory_ranked.csv,too_many_rows_for_point_merge,,37410.0
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_pipeline_forensic_audit/tables/grep_joins_merges.csv,wanted_columns_but_no_merge_key,matched_terms,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_pipeline_forensic_audit/tables/grep_landcover_crop_filters.csv,wanted_columns_but_no_merge_key,matched_terms,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_pipeline_forensic_audit/tables/candidate_point_lineage_missingness.csv,wanted_columns_but_no_merge_key,c4_fraction_nonmissing;c4_fraction_missing;mean_vpd_nonmissing;mean_vpd_missing;rooting_depth_nonmissing;rooting_depth_missing;aridity_nonmissing;aridity_missing;mean_annual_temperature_nonmissing;mean_annual_temperature_missing;mean_annual_precipitation_nonmissing;mean_annual_precipitation_missing;growing_season_mean_lai_nonmissing;growing_season_mean_lai_missing;mean_soil_moisture_nonmissing;mean_soil_moisture_missing,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_pipeline_forensic_audit/tables/grep_dropna_filtering.csv,wanted_columns_but_no_merge_key,matched_terms,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_pipeline_forensic_audit/tables/grep_c4_creation.csv,wanted_columns_but_no_merge_key,matched_terms,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_pipeline_forensic_audit/tables/grep_vpd_response_creation.csv,wanted_columns_but_no_merge_key,matched_terms,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ax_pipeline_forensic_audit/tables/key_term_script_grep.csv,too_many_rows_for_point_merge,,9088.0
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bc_validate_novel_trait_regime_models/tables/FINAL_VALIDATED_MODEL_COEFFICIENTS.csv,wanted_columns_but_no_merge_key,coef_hc3;se_hc3;p_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ah_paper_lock_regional_typology/tables/Table_PRODUCT02gb_threshold_regions.csv,wanted_columns_but_no_merge_key,old_claim_tier,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ah_paper_lock_regional_typology/tables/Table_PRODUCT02gc_excluded_or_supporting_regions.csv,wanted_columns_but_no_merge_key,old_claim_tier,
/Users/me/Downloads/grassland_wue_nature_repo/results/project_meeting_ready/Table_PRODUCT03fw_vpd_stratified_c4_models.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/project_meeting_ready/Table_PRODUCT03fx_c4_vpd_interaction_models.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/project_meeting_ready/Table_PRODUCT03fs_vpd_killer_diagnostic.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/project_meeting_ready/Table_PRODUCT03fu_c4_vpd_path_models.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_final_audit_spatial_regime/tables/Table63_adjusted_spatial_hydroclimatic_models.csv,wanted_columns_but_no_merge_key,estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6az_honest_project_packet/tables/Table_PRODUCT03fs_vpd_killer_diagnostic.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bh_clean_exhaustive_mechanism_screen/tables/EXACT_PRODUCT_TESTS_FOR_DISCOVERY_SURVIVORS.csv,too_many_rows_for_point_merge,,36036.0
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bh_clean_exhaustive_mechanism_screen/tables/CROPLAND_C4_CROP_CLEAN_SENSITIVITY.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bh_clean_exhaustive_mechanism_screen/tables/GATED_DISCOVERY_SURVIVORS_ALL_TESTS.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bh_clean_exhaustive_mechanism_screen/tables/PRIMARY_EXHAUSTIVE_DISCOVERY_ALL_MECHANISMS.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ba_discovery_and_causal_model_scan/tables/causal_model_family_coefficients.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6az_point_provenance_and_c4_missingness/tables/zero_impute_c4_sensitivity_coefficients.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ay_final_project_audit/tables/Table_PRODUCT03fe_target_tower_landcover_details.csv,wanted_columns_but_no_merge_key,non_natural_grassland_like,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ay_final_project_audit/tables/Table_PRODUCT03fi_final_c4_model_audit.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ay_final_project_audit/tables/Table_PRODUCT03fk_final_c4_rows_only.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ah_project_protocol_analysis_lock/tables/Table_PRODUCT03ab2_tower_file_inventory.csv,wanted_columns_but_no_merge_key,n_preview_cols;columns_preview,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6z_core_plant_trait_mechanism/tables/Table_PRODUCT02eu_core_trait_environment_interaction_scan.csv,wanted_columns_but_no_merge_key,claim_strength,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6z_core_plant_trait_mechanism/tables/Table_PRODUCT02et_core_trait_effect_scan.csv,wanted_columns_but_no_merge_key,claim_strength,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bi_gosif_gleam_programming_audit/tables/AUDIT_gosif_gleam_mean_median_winsor_scaling_tests.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bi_gosif_gleam_programming_audit/tables/AUDIT_gosif_gleam_outlier_sensitivity.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bi_gosif_gleam_programming_audit/tables/AUDIT_gosif_gleam_by_hidden_definition_subsets.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bh_gosif_gleam_deep_test/tables/GOSIF_GLEAM_FIXED_MASK_MODEL_TESTS.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/project_final_nature/metric_matrix_combo_counts_project_metric_matrix_raw_FINAL3x3.csv,wanted_columns_but_no_merge_key,matrix,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6al_tower_quality_completion/tables/Table_PRODUCT03bo_tower_raw_file_inventory.csv,wanted_columns_but_no_merge_key,n_preview_cols;sites_preview;qc_like_cols_preview;columns_preview,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bb_trait_ecosystem_flux_discovery/tables/controlled_trait_flux_scan_all_results.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ac_environment_locked_trait_model/tables/Table_PRODUCT02fd_environment_locked_models.csv,wanted_columns_but_no_merge_key,rooting_depth_loo_sign_stability;coef_rooting_depth;coef_p50;coef_psi50;coef_isohydricity,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6f_strict_point_narrowing_lock/tables/Table_PRODUCT02aj_existing_modis_point_csv_coverage.csv,wanted_columns_but_no_merge_key,matched,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ak_project_complete_resolution_packet/tables/Table_PRODUCT03bk_c4_leave_one_ecoregion_out.csv,wanted_columns_but_no_merge_key,c4_coef_standardized,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6aw_clean_crop_tower_controls/tables/Table_PRODUCT03el_clean_crop_sensitivity_c4_models.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/tower_validation_broad_inventory/tables/Table82_tower_site_metadata_extracted.csv,wanted_columns_but_no_merge_key,is_strict_grassland_gra;is_grassland_savanna_extension,
/Users/me/Downloads/grassland_wue_nature_repo/results/tower_validation_broad_inventory/tables/Table86_tower_usable_site_summary.csv,wanted_columns_but_no_merge_key,mean_vpd_kpa;is_strict_grassland_gra;is_grassland_savanna_extension,
/Users/me/Downloads/grassland_wue_nature_repo/results/tower_validation_broad_inventory/tables/Table80_all_candidate_wue_members_loaded.csv,wanted_columns_but_no_merge_key,has_soil_moisture,
/Users/me/Downloads/grassland_wue_nature_repo/results/tower_validation_broad_inventory/tables/Table81_selected_daily_tower_files.csv,wanted_columns_but_no_merge_key,has_soil_moisture;has_soil_moisture_sort,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6av_project_followup_checks/tables/Table_PRODUCT03dz_full_controlled_c4_model_results_RESCUE.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6au_strict_real_trait_flux/tables/Table_PRODUCT03dw_strict_real_trait_to_flux_tests.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6au_strict_real_trait_flux/tables/Table_PRODUCT03dv_strict_real_response_table_inventory.csv,too_many_rows_for_point_merge,,36443.0
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bk_strict_plus_closest_mechanism_screen/tables/GATED_AND_CLOSEST_STRICT_ECOLOGICAL_SURVIVORS.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bk_strict_plus_closest_mechanism_screen/tables/PRIMARY_STRICT_ECOLOGICAL_MECHANISM_SCREEN.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bk_strict_plus_closest_mechanism_screen/tables/BEST_CLOSEST_BY_ECOLOGICAL_CATEGORY.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bk_strict_plus_closest_mechanism_screen/tables/project_REQUIRED_C4_FULL_CONTROL_CHECK.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bk_strict_plus_closest_mechanism_screen/tables/EXACT_PRODUCT_SLOPE_TESTS_SURVIVORS.csv,too_many_rows_for_point_merge,,11186.0
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bk_strict_plus_closest_mechanism_screen/tables/TOP50_CLOSEST_VALID_MECHANISMS.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b_strict_readiness_lock/tables/Table_PRODUCT02e_strict_candidate_files.csv,too_many_rows_for_point_merge,,5259.0
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bb_spatial_full_control_screen/tables/Table_PRODUCT03fz_spatial_full_control_c4_screen_fitted_only.csv,wanted_columns_but_no_merge_key,crop_flag_n;crop_flag_rate;coef_c4_standardized;se_hc3;crop_clean_pass,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bb_spatial_full_control_screen/tables/Table_PRODUCT03fy_spatial_full_control_c4_screen_all_tests.csv,wanted_columns_but_no_merge_key,crop_flag_n;crop_flag_rate;coef_c4_standardized;se_hc3;crop_clean_pass,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ag_integrated_nature_proof_lock/tables/Table_PRODUCT02fx_available_evidence_file_inventory.csv,wanted_columns_but_no_merge_key,matched_pillars,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ag_regional_mechanism_typology/tables/Table_PRODUCT02fx_regional_mechanism_typology.csv,wanted_columns_but_no_merge_key,claim_tier;rooting_depth_n;p50_n;isohydricity_n,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ag_regional_mechanism_typology/tables/Table_PRODUCT02fz_paper_ready_regional_claims.csv,wanted_columns_but_no_merge_key,claim_tier;rooting_depth_n;p50_n;isohydricity_n,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6ag_regional_mechanism_typology/tables/Table_PRODUCT02fx0_all_standardized_mechanism_rows.csv,wanted_columns_but_no_merge_key,claim_tier,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bf_lai_project_lock_package/tables/DOMAIN_SENSITIVITY_LAI.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bf_lai_project_lock_package/tables/CONDITIONAL_LAI_SLOPE_OVER_MAT.csv,wanted_columns_but_no_merge_key,mat_z;conditional_LAI_slope,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bf_lai_project_lock_package/tables/STRICT_TOWER_SITE_INCLUSION.csv,wanted_columns_but_no_merge_key,crop_or_cro_or_managed_ag_flag;strict_grassland_flag,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bf_lai_project_lock_package/tables/EXACT_3x3_PRODUCT_MATRIX_LAI.csv,wanted_columns_but_no_merge_key,se_hc3;least_directly_LAI_dependent_overall_pair,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6w_trait_environment_effect/tables/Table_PRODUCT02dr_trait_by_environment_interaction_scan.csv,wanted_columns_but_no_merge_key,claim_strength,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6w_trait_environment_effect/tables/Table_PRODUCT02dq_trait_effects_within_environment_scan.csv,wanted_columns_but_no_merge_key,claim_strength,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6av_core_architecture_lean_models/tables/tiered_model_coefficients_hc3.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_ecosystem_response/tables/Table4_trait_mechanism_on_ecosystem_response.csv,wanted_columns_but_no_merge_key,estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_writing_bundle/key_files/results/stage1b6ah_paper_lock_regional_typology/tables/Table_PRODUCT02gb_threshold_regions.csv,wanted_columns_but_no_merge_key,old_claim_tier,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_writing_bundle/key_files/results/stage1b6ah_paper_lock_regional_typology/tables/Table_PRODUCT02gc_excluded_or_supporting_regions.csv,wanted_columns_but_no_merge_key,old_claim_tier,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_writing_bundle/key_files/results/stage1b6ag_regional_mechanism_typology/tables/Table_PRODUCT02fx_regional_mechanism_typology.csv,wanted_columns_but_no_merge_key,claim_tier;rooting_depth_n;p50_n;isohydricity_n,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_writing_bundle/key_files/results/stage1b6ag_regional_mechanism_typology/tables/Table_PRODUCT02fz_paper_ready_regional_claims.csv,wanted_columns_but_no_merge_key,claim_tier;rooting_depth_n;p50_n;isohydricity_n,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_writing_bundle/paper_writing_bundle/key_files/results/stage1b6ah_paper_lock_regional_typology/tables/Table_PRODUCT02gb_threshold_regions.csv,wanted_columns_but_no_merge_key,old_claim_tier,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_writing_bundle/paper_writing_bundle/key_files/results/stage1b6ah_paper_lock_regional_typology/tables/Table_PRODUCT02gc_excluded_or_supporting_regions.csv,wanted_columns_but_no_merge_key,old_claim_tier,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_writing_bundle/paper_writing_bundle/key_files/results/stage1b6ag_regional_mechanism_typology/tables/Table_PRODUCT02fx_regional_mechanism_typology.csv,wanted_columns_but_no_merge_key,claim_tier;rooting_depth_n;p50_n;isohydricity_n,
/Users/me/Downloads/grassland_wue_nature_repo/results/paper_writing_bundle/paper_writing_bundle/key_files/results/stage1b6ag_regional_mechanism_typology/tables/Table_PRODUCT02fz_paper_ready_regional_claims.csv,wanted_columns_but_no_merge_key,claim_tier;rooting_depth_n;p50_n;isohydricity_n,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6aw_same_sample_c4_vpd_diagnostics/tables/missingness_compare_missing_c4_vs_has_c4.csv,wanted_columns_but_no_merge_key,missing_rate_among_missing_c4_points;missing_rate_among_has_c4_points;unique_missing_c4;unique_has_c4,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6aw_same_sample_c4_vpd_diagnostics/tables/SAME_SAMPLE_142_model_coefficients_hc3.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6be_FULL_STRICT_lai_artifact_screen/tables/FULL_STRICT_CONTROL_LAI_MODELS.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6be_FULL_STRICT_lai_artifact_screen/tables/PRODUCT_SPECIFIC_AND_GLEAM_LAI_MODELS.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bd_lai_trait_regime_falsification_guardrails/tables/PRODUCT_COMBO_ALT_OUTCOME_SENSITIVITY.csv,wanted_columns_but_no_merge_key,estimator;se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/stage1b6bd_lai_trait_regime_falsification_guardrails/tables/ALL_LAI_GUARDRAIL_TESTS.csv,wanted_columns_but_no_merge_key,estimator;se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/n112_audit/full_complete_case_rows.csv,wanted_columns_but_no_merge_key,se_hc3,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase5/table_trait_ols_models.csv,wanted_columns_but_no_merge_key,estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase5/table_trait_sensitivity_by_product_family.csv,wanted_columns_but_no_merge_key,estimate_or_importance,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase5/table_trait_causal_adjusted_effects.csv,wanted_columns_but_no_merge_key,effect_estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase7/table_phase7_mechanism_evidence.csv,wanted_columns_but_no_merge_key,evidence_source;raw_estimate;physiology_effect_estimate;matches_expected_direction;evidence_weight;matches_expected_direction_label;is_negative_control_evidence;is_directional_evidence,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase6/table_robustness_metric_comparison.csv,wanted_columns_but_no_merge_key,aridity_class;estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase6/table_robustness_stress_growing_season.csv,wanted_columns_but_no_merge_key,aridity_class;estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase6/table_robustness_aridity_stratified.csv,wanted_columns_but_no_merge_key,aridity_class;estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase6/table_robustness_raw_vs_co2.csv,wanted_columns_but_no_merge_key,aridity_class;estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase6/table_robustness_product_consensus_vs_specific.csv,wanted_columns_but_no_merge_key,aridity_class;estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase6/table_phase6_all_robustness_coefficients.csv,wanted_columns_but_no_merge_key,aridity_class;estimate,
/Users/me/Downloads/grassland_wue_nature_repo/results/trait_framework/phase8/table_phase8_trait_effects_on_latent_response.csv,wanted_columns_but_no_merge_key,estimate,
/Users/me/Downloads/grassland_wue_nature_repo/data/processed/smap_era5_matched_points.csv,too_many_rows_for_point_merge,,69519.0
/Users/me/Downloads/grassland_wue_nature_repo/data/processed/point_timeseries_prepared.csv,too_many_rows_for_point_merge,,157450.0
/Users/me/Downloads/grassland_wue_nature_repo/data/processed/stage1b6p/strict_2x2_response_table_final13.csv,too_many_rows_for_point_merge,,57408.0
/Users/me/Downloads/grassland_wue_nature_repo/data/processed/stage1b6p/strict_2x2_plus_pml_coarse_response_table_final13.csv,too_many_rows_for_point_merge,,62751.0
/Users/me/Downloads/grassland_wue_nature_repo/data/processed/stage1b6p/pml_coarse_sensitivity_response_table_final13.csv,too_many_rows_for_point_merge,,5343.0
/Users/me/Downloads/grassland_wue_nature_repo/data/processed/stage1b6q/analysis_design_strict_2x2_with_gs_and_stress_candidates.csv,too_many_rows_for_point_merge,,57408.0
/Users/me/Downloads/grassland_wue_nature_repo/data/processed/stage1b6q2/analysis_design_strict_2x2_with_tower_stress_and_gs.csv,too_many_rows_for_point_merge,,57408.0
/Users/me/Downloads/grassland_wue_nature_repo/data/raw/smap_8day_manifest_before_resume.csv,wanted_columns_but_no_merge_key,data/raw/smap_8day/partial_cyeg94_0,
